,rotowire_id,sportradar_id,full_name,gsis_id,search_full_name,news_updated,position,rotoworld_id,depth_chart_position,injury_start_date,injury_notes,last_name,espn_id,yahoo_id,sport,pandascore_id,first_name,injury_body_part,stats_id,age,birth_country,number,player_id,weight,status,search_first_name,practice_participation,birth_state,search_last_name,team,oddsjam_id,practice_description,birth_date,search_rank,injury_status,hashtag,swish_id,height,active,high_school,depth_chart_order,fantasy_positions,years_exp,metadata,fantasy_data_id,college,birth_city
11066,17301,7910ad00-e6f7-11ed-88d6-7977d3a68019,Austin Ajiake,,austinajiake,1691094647863,LB,,,,,Ajiake,,,nfl,,Austin,,,23,,49,11066,223,Active,austin,,,ajiake,GB,482E9545FE90,,2000-06-30,9999999,,#austinajiake-NFL-GB-49,1126535,74,True,Bellarmine Prep (CA),,['LB'],0,{'rookie_year': '2023'},,UNLV,
2070,10445,c42dbe37-e779-489c-b5ad-c5749544a2bf,Dashaun Phillips,00-0030963,dashaunphillips,,CB,,,,,Phillips,17333,28136,nfl,,Dashaun,,567249,29,,35,2070,186,Inactive,dashaun,,,phillips,,,,1991-01-03,9999999,,#dashaunphillips-NFL-FA-35,,"5'11""",False,Duncanville (TX),,['DB'],6,,16374,Tarleton State,
6675,14274,dd074695-df70-49ab-ab37-504bac11d171,Abraham Wallace, 00-0035561,abrahamwallace,,FS,,,,,Wallace,3115379,32572,nfl,,Abraham,,,25,,35,6675,190,Active,abraham,,,wallace,,,,1996-06-09,9999999,,#abrahamwallace-NFL-FA-35,,71,True,Dunham School,,['DB'],3,,21574,West Alabama,
7917,,a774577d-68da-4381-b5a8-bc2a94b43c7d,Turner Bernard,,turnerbernard,,LS,,,,,Bernard,,,nfl,,Turner,,,23,,60,7917,230,Active,turner,,,bernard,,,,1998-08-14,,,#turnerbernard-NFL-FA-60,,73,True,Mountain Ridge (AZ),,['LS'],1,,,San Diego State,
5427,13098,caab0f2a-00d6-413f-8ac1-8f01251d7ff9,LaQuvionte Gonzalez,,laquviontegonzalez,1532473801543,WR,,,,,Gonzalez,3051813,31389,nfl,,LaQuvionte,,744624,28,,0,5427,175,Active,laquvionte,,,gonzalez,,,,1993-09-28,987,,#laquviontegonzalez-NFL-FA-0,,71,True,Cedar Hill,,['WR'],4,,20525,"Southeastern, Fla.",
4028,11747,17438bd3-b018-4bee-8544-485ddb70e938,Winston Chapman,,winstonchapman,,LS,,,,,Chapman,2577438,30091,nfl,,Winston,,,29,,43,4028,240,Active,winston,,,chapman,,,,1992-04-15,9999999,,#winstonchapman-NFL-FA-43,,74,True,Fairhope (AL),,['LS'],5,,18870,Mississippi State,
1686,8688,7690ab6a-2ae0-4449-abd5-74ec54403f2e,Tony Jefferson,00-0030294,tonyjefferson,1685066117416,DB,8653,DB,,,Jefferson,16195,27081,nfl,,Tony,,,31,,36,1686,212,Active,tony,,,jefferson,,,,1992-01-27,9999999,,#tonyjefferson-NFL-FA-36,542885,71,True,Eastlake (CA),,['DB'],10,,15516,Oklahoma,
11508,17135,4b51e190-f674-11ed-88a9-a32a17c14014,Princeton Fant,,princetonfant,1701372054850,TE,,TE,,,Fant,,,nfl,,Princeton,,,24,,48,11508,235,Active,princeton,,,fant,DAL,57F25C2CD51A,,1999-03-11,9999999,,#princetonfant-NFL-DAL-48,1059585,74,True,La Vergne (TN),5,['TE'],0,{'rookie_year': '2023'},,Tennessee,
1347,8788,36521d92-2c2c-4ae4-9b60-9928c3167e30,Chris Gragg,,chrisgragg,,TE,,,,,Gragg,15940,26845,nfl,,Chris,,465638,30,,87,1347,244,Inactive,chris,,,gragg,,,,1990-06-30,9999999,,#chrisgragg-NFL-FA-87,,"6'3""",False,Warren (AR),,['TE'],7,,14866,Arkansas,
3752,11579,3e3cc8ae-1e85-42da-b567-d2af4820a234,Ian Seau,,ianseau,,DE,,,,,Seau,2577337,29742,nfl,,Ian,,,29,,91,3752,250,Active,ian,,,seau,,,,1992-12-04,9999999,,#ianseau-NFL-FA-91,,75,True,La Costa Canyon,,"['LB', 'DL']",6,,18564,Nevada,
8554,,85d44d10-c981-11ec-a1a0-57a82b503f37,Aron Johnson,,aronjohnson,,OL,,,,,Johnson,,,nfl,,Aron,,,,,76,8554,305,Active,aron,,,johnson,,,,,9999999,,#aronjohnson-NFL-FA-76,1050304,77,True,Chisago Lakes (MN),,['OL'],0,,,South Dakota State,
6189,13696,b2830633-1ef9-44e2-ba35-8bbd8a3a84fd,Zedrick Woods, 00-0035379,zedrickwoods,1563858041586,FS,14018,,,,Woods,3930075,32106,nfl,,Zedrick,,,24,,0,6189,203,Active,zedrick,,,woods,,,,1997-08-03,9999999,,#zedrickwoods-NFL-FA-0,,71,True,Columbia,,['DB'],3,,21091,Mississippi,
6879,14461,5c54defd-6f6d-4884-9fcb-80343d2d72d3,Quartney Davis,,quartneydavis,1629337504326,WR,,,,,Davis,4035221,33027,nfl,,Quartney,,,24,,5,6879,200,Active,quartney,,,davis,,,,1998-04-07,9999999,Questionable,#quartneydavis-NFL-FA-5,922127,73,True,Langham Creek (TX),,['WR'],2,,21761,Texas A&M,
4940,12125,8c076589-88fe-43ea-9aaf-178312f2d4ee,DeSean Smith,,deseansmith,,TE,,,,,Smith,,30864,nfl,,DeSean,,,27,,0,4940,249,Active,desean,,,smith,,,,1994-11-02,9999999,,#deseansmith-NFL-FA-0,,77,True,Barbe,,['TE'],5,,19622,Louisiana State,
1011,6215,f7163bae-d4da-4d38-847e-e0315605b9d0,A.Q. Shipley,00-0026950,aqshipley,1606581332662,C,,,,,Shipley,12726,9490,nfl,,A.Q.,,,35,,62,1011,307,Inactive,aq,,,shipley,,,,1986-05-22,9999999,Questionable,#aqshipley-NFL-FA-62,,73,True,Moon Area (PA),,['OL'],13,,13610,Penn State,
4536,12082,e17b5817-d955-42be-bb8d-e34d89f6dd71,Jason Croom,00-0033627,jasoncroom,1663687854809,TE,12709,TE,,,Croom,2972240,30594,nfl,,Jason,,690029,28,,81,4536,246,Active,jason,,,croom,,,,1994-02-28,9999999,,#jasoncroom-NFL-FA-81,690029,77,True,Norcross (GA),,['TE'],5,,19415,Tennessee,
7692,15386,68fd7ef5-2237-456f-925c-68000917edea,Kendrick Green,,kendrickgreen,1696518622861,C,,OL,,Surgery,Green,,,nfl,,Kendrick,Knee - Meniscus,,24,,50,7692,315,Inactive,kendrick,,,green,HOU,9D11BA51EF8F,,1998-12-22,9999999,IR,#kendrickgreen-NFL-HOU-50,1057533,76,True,Peoria (IL),,"['OL', 'OG']",2,{'rookie_year': '2021'},,Illinois,
107,3046,7b2f9310-f695-4c64-8c43-3fff3ba244c6,Calvin Pace,,calvinpace,,LB,,,,,Pace,4476,6354,nfl,,Calvin,,,39,,97,107,265,Inactive,calvin,,,pace,,,,1980-10-28,9999999,,#calvinpace-NFL-FA-97,,"6'4""",False,Lithia Springs (GA),,['LB'],17,,2933,Wake Forest,
3129,,,Pat Shurmur,,patshurmur,1577740823946,,9479,,,,Shurmur,,,nfl,,Pat,,,,,0,3129,,Inactive,pat,,,shurmur,,,,,9999999,,#patshurmur-NFL-FA-0,,,False,,,,0,,17883,,
4853,11713,3e18b688-68ba-41c1-94ac-7dfab19e083e,Jerod Evans,,jerodevans,1513719301197,QB,12338,,,,Evans,,30709,nfl,,Jerod,,792967,27,,0,4853,238,Active,jerod,,,evans,,,,1994-01-16,9999999,,#jerodevans-NFL-FA-0,,75,True,Mansfield,,['QB'],5,,19550,Virginia Tech,
5479,13040,3db8b3b4-d3f5-4b35-bc19-ee56ec6d29da,Tre Herndon,00-0034516,treherndon,1679092814747,CB,,NB,,,Herndon,3122160,31262,nfl,,Tre,,,27,,37,5479,190,Active,tre,,,herndon,JAX,1789C1728689,,1996-03-05,9999999,,#treherndon-NFL-JAX-37,835853,71,True,East Hamilton (TN),1,['DB'],5,{'rookie_year': '2018'},20460,Vanderbilt,
7947,15529,4034f43e-26fb-443a-9ea7-35cee7a1d250,Kayode Awosika,,kayodeawosika,1699494009086,OL,,OL,,,Awosika,,,nfl,,Kayode,,,25,,74,7947,315,Active,kayode,,,awosika,DET,0E4ED94B1345,,1998-10-27,9999999,,#kayodeawosika-NFL-DET-74,945089,75,True,Maple Grove (MN),,"['OL', 'OG']",2,{'rookie_year': '2021'},,Buffalo,
1201,8025,081f217e-4ecb-401d-9ab5-3f55528e5619,Chris Givens,,chrisgivens,,WR,7430,,,,Givens,15078,25806,nfl,,Chris,,463801,30,,19,1201,203,Inactive,chris,,,givens,,,,1989-12-06,9999999,,#chrisgivens-NFL-FA-19,,"6'0""",False,Wylie (TX),,['WR'],8,,14405,Wake Forest,
1003,,1b102bf3-d9b0-47eb-b862-a0240362bf23,Trindon Holliday,,trindonholliday,,WR,,,,,Holliday,13386,24173,nfl,,Trindon,,303892,31,,15,1003,159,Inactive,trindon,,,holliday,,,,1986-04-27,9999999,,#trindonholliday-NFL-FA-15,,"5'5""",False,,,['WR'],6,,13555,LSU,
1478,8735,e584c525-2f4e-4d29-95c5-1d16138834e5,Menelik Watson,00-0030579,menelikwatson,1536463204673,G,8416,,,,Watson,15871,26665,nfl,,Menelik,,,33,,75,1478,315,Inactive,menelik,,,watson,,,,1988-12-22,9999999,,#menelikwatson-NFL-FA-75,,77,False,Burnage (England) ,,['OL'],9,,15073,Florida State,
3963,,,Shahid Khan,,shahidkhan,,,9455,,,,Khan,,,nfl,,Shahid,,,,,0,3963,,Inactive,shahid,,,khan,,,,,9999999,,#shahidkhan-NFL-FA-0,,,False,,,,0,,18797,,
5120,12950,e2104140-4ce0-42a8-8b00-346b4a9258b2,Danny Etling,00-0034423,dannyetling,1691354407648,QB,,QB,,,Etling,3052450,31189,nfl,,Danny,,728374,29,,19,5120,220,Active,danny,,,etling,,,,1994-07-22,9999999,,#dannyetling-NFL-FA-19,728374,75,True,South Vigo (IN),,['QB'],5,,20037,LSU,
933,,,DJ Smith,,djsmith,,K,,,,,Smith,14170,,nfl,,DJ,,,28,,52,933,239,Inactive,dj,,,smith,,,,1989-02-24,9999999,,#djsmith-NFL-FA-52,,"5'11""",False,,,['K'],3,,13245,Appalachian State,
5190,12676,20d3e2ab-37bc-4976-8b5f-2fc6e15fc87e,Cory Helms,,coryhelms,1535506840672,G,,,,,Helms,3039782,31414,nfl,,Cory,,,27,,69,5190,309,Active,cory,,,helms,,,,1994-12-31,9999999,,#coryhelms-NFL-FA-69,,76,True,Milton,,['OL'],4,,20168,South Carolina,
1086,8160,408aff57-2b32-41f7-9520-0064ad14af21,Billy Winn, 00-0029303,billywinn,1607568039471,DT,,,,,Winn,15021,25915,nfl,,Billy,,381799,32,,93,1086,300,Inactive,billy,,,winn,,,,1989-04-15,9999999,,#billywinn-NFL-FA-93,,76,True,Las Vegas (NV),,['DL'],10,,13911,Boise State,
7594,15242,32205e74-b23f-420a-b312-465b29260745,Chuba Hubbard,,chubahubbard,1701055208414,RB,,RB,,,Hubbard,,,nfl,,Chuba,,,24,,30,7594,210,Active,chuba,,,hubbard,CAR,0A8CB704FEBB,,1999-06-11,197,,#chubahubbard-NFL-CAR-30,1062047,73,True,Bev Facey (CAN),1,['RB'],2,{'rookie_year': '2021'},,Oklahoma State,
2826,10423,5b9acfe7-f166-4a55-85f6-a654799b08dd,Troy Hill,00-0031785,troyhill,1700601620660,CB,10649,NB,,,Hill,2525933,28972,nfl,,Troy,,,32,,13,2826,182,Active,troy,,,hill,CAR,2A122E1CB7E9,,1991-08-29,9999999,,#troyhill-NFL-CAR-13,573471,70,True,St. Bonaventure (CA),1,['DB'],8,{'rookie_year': '2015'},17294,Oregon,
8122,16105,53df5e30-d3bd-11ec-96a0-c3471a31202c,Zonovan Knight,,zonovanknight,1697315706114,RB,,RB,,,Knight,,,nfl,,Zonovan,Shoulder,,22,,28,8122,209,Inactive,zonovan,,,knight,DET,925F3F684F16,,2001-04-11,633,IR,#zonovanknight-NFL-DET-28,1163866,71,True,Southern Nash (NC),7,['RB'],1,{'rookie_year': '2022'},,North Carolina State,
11549,17662,d3848c00-3ea1-11ee-bbfe-71f1a3e353be,Caleb Sanders,,calebsanders,,DT,,,,,Sanders,,,nfl,,Caleb,,,,,67,11549,270,Active,caleb,,,sanders,,,,,9999999,,#calebsanders-NFL-FA-67,1131699,73,True,Glenwood (IA),,['DL'],0,,,South Dakota State,
7645,15398,1e5595fd-5488-4762-9987-f568eeadecc9,Josh Myers,,joshmyers,1665184247144,OL,,OL,,,Myers,,,nfl,,Josh,,,25,,71,7645,310,Active,josh,,,myers,GB,D8C16DA1614C,,1998-07-16,9999999,,#joshmyers-NFL-GB-71,976522,77,True,Miamisburg (OH),,['OL'],2,{'rookie_year': '2021'},,Ohio State,
897,7517,221abfe3-f41c-4c1f-aa88-ca06fc57ed8e,Shareece Wright,00-0028027,shareecewright,1541190303234,CB,6606,,,,Wright,14010,24876,nfl,,Shareece,,322844,34,,43,897,184,Inactive,shareece,,,wright,,,,1987-04-08,9999999,,#shareecewright-NFL-FA-43,,71,False,Colton (CA),,['DB'],11,,13104,Southern California,
2426,10421,207d740a-6c64-449a-bd24-b90aa85934d3,Doran Grant,00-0031944,dorangrant,,CB,,,,,Grant,2576385,28509,nfl,,Doran,,606479,27,,35,2426,200,Inactive,doran,,,grant,,,,1992-11-30,9999999,,#dorangrant-NFL-FA-35,,"5'10""",False,St. Vincent-St. Mary (OH),,['DB'],5,,16882,Ohio State,
63,,,Vonta Leach,,vontaleach,,RB,,,,,Leach,,,nfl,,Vonta,,,35,,44,63,255,Inactive,vonta,,,leach,,,,1981-11-06,9999999,,#vontaleach-NFL-FA-44,,"6'0""",False,,,['RB'],9,,1760,East Carolina,
3144,10858,3cd103cf-cc2e-458e-94bc-a7a7ce1632c0,Erik Harris,00-0032320,erikharris,1668963933194,DB,,,,,Harris,4010714,29224,nfl,,Erik,,737186,33,,35,3144,225,Active,erik,,,harris,SF,6991E5AA7972,,1990-04-02,9999999,,#erikharris-NFL-SF-35,737186,74,True,New Oxford (PA),,"['LB', 'DB']",7,{'rookie_year': '2016'},17899,California (PA),
3399,11088,708e045b-17fd-4f81-87e3-8686b165a278,Jayron Kearse,00-0032454,jayronkearse,1701204947470,DB,,FS,,,Kearse,3045130,29478,nfl,,Jayron,,,29,,1,3399,215,Active,jayron,,,kearse,DAL,853D61CA3E89,,1994-02-11,9999999,,#jayronkearse-NFL-DAL-1,733747,76,True,South Fort Myers (FL),2,['DB'],7,{'rookie_year': '2016'},18160,Clemson,
8306,16128,e79ac942-5ee3-467e-bb5a-534726a2bdaa,John Ridgeway,,johnridgeway,1686407147770,DL,,LDT,,,Ridgeway,,,nfl,,John,,,24,,91,8306,321,Active,john,,,ridgeway,WAS,DECED42534A0,,1999-05-07,9999999,,#johnridgeway-NFL-WAS-91,1060885,77,True,Bloomington (IL),2,['DL'],1,{'rookie_year': '2022'},,Arkansas,
8715,15901,e6162270-ce18-11ec-bebb-4fec1e38b0e5,Noah Elliss,,noahelliss,1698187532585,DT,,,,,Elliss,,,nfl,,Noah,,,24,,61,8715,346,Active,noah,,,elliss,PHI,C7DFA225DBF0,,1999-03-31,9999999,,#noahelliss-NFL-PHI-61,1181383,76,True,Valor Christian (CO),,['DL'],1,{'rookie_year': '2022'},,Idaho,
8570,16511,6f02ee30-ca20-11ec-aeb5-1b91b32ddede,Derek Wright,,derekwright,1700859338698,WR,,,,,Wright,,,nfl,,Derek,Knee,,25,,83,8570,195,Inactive,derek,,,wright,CAR,1049C8887E31,,1998-08-13,249,Out,#derekwright-NFL-CAR-83,1165720,73,True,Manti (UT),8,['WR'],1,{'rookie_year': '2022'},,Utah State,
3682,11624,,Dan Buchholz,,danbuchholz,,OT,,,,,Buchholz,,29914,nfl,,Dan,,,25,,0,3682,301,Inactive,dan,,,buchholz,,,,1993-08-03,9999999,,#danbuchholz-NFL-FA-0,,"6'4""",False,,,['OL'],0,,18482,Duquesne,
8909,16629,53302a90-d76f-11ec-a291-4b4f94d0b767,Josh Black,,joshblack,,DT,,DL,,,Black,,,nfl,,Josh,,,25,,0,8909,290,Active,josh,,,black,,,,1997-12-25,9999999,,#joshblack-NFL-FA-0,924181,75,True,Harlem (IL),,['DL'],1,{'years_exp_shift': '1'},,Syracuse,
4968,12612,88976fed-0ffd-40a8-98ea-0c6c55010000,Tremaine Edmunds,00-0034673,tremaineedmunds,1700455545882,LB,13121,MLB,,,Edmunds,3929950,30986,nfl,,Tremaine,,,25,,49,4968,250,Active,tremaine,,,edmunds,CHI,634D95F9AF23,,1998-05-02,211,,#tremaineedmunds-NFL-CHI-49,883981,77,True,Dan River (VA),1,['LB'],5,{'rookie_year': '2018'},19836,Virginia Tech,
3552,11480,bb9a2167-a417-4f5a-9889-c96586984316,Wendall Williams,,wendallwilliams,,WR,,,,,Williams,3933497,29819,nfl,,Wendall,,915171,31,,82,3552,175,Inactive,wendall,,,williams,,,,1990-09-18,9999999,,#wendallwilliams-NFL-FA-82,,70,False,Bishop Ludden (NY),,['WR'],6,,18323,Cumberlands,
2071,10120,2704b8c6-2f29-459c-ac3c-f921acf955d0,Jarrod Pughsley,,jarrodpughsley,,G,,,,,Pughsley,17312,28137,nfl,,Jarrod,,,29,,63,2071,310,Inactive,jarrod,,,pughsley,,,,1990-12-18,9999999,,#jarrodpughsley-NFL-FA-63,,"6'4""",False,Lima (OH),,['OL'],6,,16375,Akron,
6665,14306,a01ffd42-5fdb-42f8-95ab-157025e3fba8,Jody Fortson, 00-0035547,jodyfortson,1692119717922,TE,,TE,,,Fortson,4408854,32600,nfl,,Jody,Shoulder,1167484,27,,88,6665,226,Inactive,jody,,,fortson,KC,7910499CAF25,,1995-12-07,9999999,IR,#jodyfortson-NFL-KC-88,1167484,76,True,South Park (NY),4,['TE'],4,{'rookie_year': '2019'},21383,Valdosta State,
3124,,,Ray Horton,,rayhorton,,,9300,,,,Horton,,,nfl,,Ray,,,,,0,3124,,Inactive,ray,,,horton,,,,,9999999,,#rayhorton-NFL-FA-0,,,False,,,,0,,17878,,
1715,9709,eb335ec7-719c-4a24-a7b2-c6518d03c022,Cooper Helfet,,cooperhelfet,,TE,,,,,Helfet,15670,26518,nfl,,Cooper,,540681,31,,83,1715,239,Inactive,cooper,,,helfet,,,,1989-06-02,9999999,,#cooperhelfet-NFL-FA-83,,"6'3""",False,Redwood (CA),,['TE'],8,,15630,Duke,
8482,16056,5937f6b6-707c-4ec8-8829-8fffde62092e,Vederian Lowe,,vederianlowe,1699204517559,OT,,OL,,,Lowe,,,nfl,,Vederian,,,24,,59,8482,320,Active,vederian,,,lowe,NE,1D9243B8494F,,1999-04-17,9999999,,#vederianlowe-NFL-NE-59,1057540,78,True,Auburn (IL),,['OT'],1,{'rookie_year': '2022'},,Illinois,
3653,11349,b6cca4b9-a1f4-45f1-a042-259da4d2d7db,Brandon Williams,,brandonwilliams,,TE,,,,,Williams,2184059,29901,nfl,,Brandon,,,32,,85,3653,260,Inactive,brandon,,,williams,,,,1987-10-12,9999999,,#brandonwilliams-NFL-FA-85,,"6'3""",False,Eisenhower (IL),,['TE'],7,,18446,Oregon,
4021,,,Steve Sarkisian,,stevesarkisian,1547237109062,,11223,,,,Sarkisian,,,nfl,,Steve,,,,,0,4021,,Inactive,steve,,,sarkisian,,,,,9999999,,#stevesarkisian-NFL-FA-0,,,False,,,,0,,18861,,
2978,,015f9f32-02f1-4379-83a6-f779059de743,Mike Thornton,,mikethornton,,DT,,,,,Thornton,2516110,,nfl,,Mike,,,25,,64,2978,290,Inactive,mike,,,thornton,,,,1992-01-01,9999999,,#mikethornton-NFL-FA-64,,"6'1""",False,,,['DL'],0,,17476,Georgia,
3934,11642,5a9401fc-e43e-43e8-9e63-dadecb12491b,Troymaine Pope,00-0033164,troymainepope,1630694721105,RB,12111,,,,Pope,2983319,30061,nfl,,Troymaine,,700813,28,,0,3934,205,Active,troymaine,,,pope,,,,1993-11-26,1110,Questionable,#troymainepope-NFL-FA-0,700813,69,True,Anniston (AL),,['RB'],6,,18764,Jacksonville State,
4774,12397,abcb9503-376e-4335-9bdc-4a63c3975a15,De'Mard Llorens,,demardllorens,,RB,,,,,Llorens,3050667,30866,nfl,,De'Mard,,747294,27,,37,4774,212,Active,demard,,,llorens,,,,1994-02-01,9999999,,#demardllorens-NFL-FA-37,,70,True,,,['RB'],5,,19629,"Northwestern State, La.",
9492,16936,9a011241-f4b3-403a-af70-c9cdfd177054,Trey Palmer,,treypalmer,1701135919073,WR,,SWR,,,Palmer,,,nfl,,Trey,,,22,,10,9492,190,Active,trey,,,palmer,TB,823CF3DEFECD,,2001-04-02,434,,#treypalmer-NFL-TB-10,1161739,73,True,Kentwood (LA),3,['WR'],0,{'rookie_year': '2023'},,Nebraska,
5684,12554,63ed4efa-6dcd-40f5-ae8a-d6221ac0ead5,JoJo Wicker,00-0034650,jojowicker,1535233238942,DE,,,,,Wicker,3676003,31645,nfl,,JoJo,,865660,25,,64,5684,296,Active,jojo,,,wicker,,,,1996-06-09,9999999,,#jojowicker-NFL-FA-64,,74,True,Long Beach Poly (CA),,['DL'],4,,20130,Arizona State,
769,6375,fa83b20f-9528-43a0-ab8c-45072ad3942c,Jordan Norwood,,jordannorwood,,WR,,,,,Norwood,12587,9705,nfl,,Jordan,,301585,33,,11,769,180,Inactive,jordan,,,norwood,,,,1986-09-28,9999999,,#jordannorwood-NFL-FA-11,,"5'11""",False,State Collage Area (PA),,['WR'],11,,12551,Penn State,
1501,8686,dfbf3f25-3c42-484e-8859-16b159c0146c,Phillip Thomas,,phillipthomas,,SS,,,,,Thomas,15886,26742,nfl,,Phillip,,,29,,43,1501,208,Inactive,phillip,,,thomas,,,,1989-03-01,9999999,,#phillipthomas-NFL-FA-43,,"6'0""",False,,,['DB'],3,,15101,Fresno State,
1229,8343,011f2a35-7f2b-4e62-8fe9-4c46f4e23a50,Jaye Howard,,jayehoward,,DE,7571,,,,Howard,15005,25824,nfl,,Jaye,,,31,,95,1229,301,Inactive,jaye,,,howard,,,,1988-12-20,9999999,,#jayehoward-NFL-FA-95,,"6'3""",False,Jones (FL),,['DL'],8,,14519,Florida,
7175,14885,40f11577-5646-4da3-99ba-ea8b038b17a3,Chris Rowland,,chrisrowland,1637710843577,WR,,,,,Rowland,4052137,33066,nfl,,Chris,,,24,,0,7175,170,Active,chris,,,rowland,,,,1997-12-19,9999999,,#chrisrowland-NFL-FA-0,923420,68,True,Ravenwood (TN),,['WR'],2,,22177,Tennessee State,
3912,11613,935189f4-3934-4206-a64e-c5b92f3d9c43,Darnell Sankey,00-0033140,darnellsankey,1532640602001,ILB,,,,,Sankey,2986701,30039,nfl,,Darnell,,,27,,44,3912,247,Inactive,darnell,,,sankey,,,,1994-10-11,9999999,,#darnellsankey-NFL-FA-44,,72,False,Branham,,['LB'],6,,18738,Sacramento State,
4674,,7d296cd8-eff0-4ac0-9cca-167c5526aac4,Jeremy Liggins,,jeremyliggins,,DT,,,,,Liggins,3115459,30759,nfl,,Jeremy,,,28,,93,4674,310,Active,jeremy,,,liggins,,,,1993-03-31,9999999,,#jeremyliggins-NFL-FA-93,,75,True,Lafayette (MS),,['DL'],5,,19575,Mississippi,
4760,12296,84a504f4-417f-4af3-ac1c-6af958e10bdc,Kareem Are,00-0033996,kareemare,1535838643444,G,,,,,Are,3116592,30903,nfl,,Kareem,,,27,,68,4760,325,Active,kareem,,,are,,,,1994-03-14,9999999,,#kareemare-NFL-FA-68,,78,True,Sewanhaka,,['OL'],5,,19678,Florida State,
6591,14248,7b2e40ac-417d-4a86-b239-66bbe91c0bfc,Charles Jones, 00-0035553,charlesjones,1620078937712,TE,,,,,Jones,3126263,32565,nfl,,Charles,,821736,25,,85,6591,255,Inactive,charles,,,jones,,,,1996-08-05,1760,,#charlesjones-NFL-FA-85,,76,True,St. Augustine (LA),,['TE'],3,,21551,Tulane,
CHI,,,,,,,DEF,,,,,Bears,,,nfl,,Chicago,,,,,,CHI,,,,,,,CHI,,,,,,,,,True,,,['DEF'],,,,,
44,5108,22f9e814-6daa-4fe6-982e-c2cc5290561d,Ahmad Brooks,00-0024495,ahmadbrooks,1536969902962,LB,3682,,,,Brooks,10138,8006,nfl,,Ahmad,,215678,36,,55,44,259,Inactive,ahmad,,,brooks,,,,1984-03-14,9999999,Sus,#ahmadbrooks-NFL-FA-55,,"6'3""",False,Hylton (VA),,['LB'],14,,1248,Virginia,
1379,8930,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,Kyle Juszczyk,00-0029892,kylejuszczyk,1699920023944,FB,8548,RB,,,Juszczyk,16002,26753,nfl,,Kyle,,501150,32,,44,1379,235,Active,kyle,,,juszczyk,SF,D90F5836E97E,,1991-04-23,441,,#kylejuszczyk-NFL-SF-44,501150,74,True,Cloverleaf (OH),3,['RB'],10,{'rookie_year': '2013'},14901,Harvard,
413,6964,ee896de9-1d51-46d7-b059-0bf81659b5ad,Dallas Reynolds,,dallasreynolds,,C,,,,,Reynolds,12839,9715,nfl,,Dallas,,,36,,61,413,320,Inactive,dallas,,,reynolds,,,,1984-04-23,9999999,,#dallasreynolds-NFL-FA-61,,"6'4""",False,Timpview (UT),,['OL'],11,,8921,Brigham Young,
3966,,,Nathaniel Hackett,,nathanielhackett,1547509817758,,9474,,,,Hackett,,,nfl,,Nathaniel,,,,,0,3966,,Inactive,nathaniel,,,hackett,,,,,9999999,,#nathanielhackett-NFL-FA-0,,,False,,,,0,,18800,,
869,7924,de185684-3a02-4e63-b2b1-405e562b3a77,Chris Harris,00-0028224,chrisharris,1684600850671,CB,6910,DB,,,Harris,14398,25189,nfl,,Chris,,,33,,19,869,199,Active,chris,,,harris,,,,1989-06-18,9999999,,#chrisharris-NFL-FA-19,381129,70,True,Bixby (OK),,['DB'],12,,13018,Kansas,
3480,11359,da9d5777-52a1-4bfe-ba1d-d3c1ffa47cf6,V'angelo Bentley,,vangelobentley,,CB,,,,,Bentley,2970620,29871,nfl,,V'angelo,,,24,,9,3480,190,Inactive,vangelo,,,bentley,,,,1993-11-04,9999999,,#vangelobentley-NFL-FA-9,,"5'10""",False,,,['DB'],0,,18245,Illinois,
1977,10088,89398fe2-d54f-4672-9324-3012c06ce2a6,Josh Walker,00-0030652,joshwalker,1544826627744,G,,,,,Walker,17095,27917,nfl,,Josh,,,30,,73,1977,330,Inactive,josh,,,walker,,,,1991-06-02,9999999,,#joshwalker-NFL-FA-73,,77,False,Rhea County (TN),,['OL'],8,,16241,Middle Tennessee,
6509,14125,dec4a1a9-5bfc-4ca3-ad1d-903020bf4403,Marcus Applefield, 00-0035105,marcusapplefield,1579551005080,OT,,,,,Applefield,3121518,32312,nfl,,Marcus,,,26,,62,6509,308,Active,marcus,,,applefield,,,,1995-12-15,9999999,,#marcusapplefield-NFL-FA-62,,77,True,Weeki Wachee,,['OL'],3,,21460,Virginia,
11317,17456,1594b610-ec36-11ed-9668-9bcb566804ff,Montrae Braswell,,montraebraswell,1690568431769,CB,,DB,,,Braswell,,,nfl,,Montrae,,,24,,37,11317,190,Active,montrae,,,braswell,,,,1998-12-06,9999999,,#montraebraswell-NFL-FA-37,1123337,72,True,Avon Park (FL),,['DB'],0,,,Missouri State,
9497,16714,e5f9d339-a89f-4e47-9a84-b89f14550c05,Jalin Hyatt,,jalinhyatt,1701043806978,WR,,LWR,,,Hyatt,,,nfl,,Jalin,,,22,,13,9497,185,Active,jalin,,,hyatt,NYG,35D2FA24A6CC,,2001-09-25,163,,#jalinhyatt-NFL-NYG-13,1232892,72,True,Dutch Fork (SC),2,['WR'],0,{'rookie_year': '2023'},,Tennessee,
